Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
Q9VF87	Q9W1G7	SRA-1	NAP1	CG4931	CG5330|DMEL_CG5330	FBGN0038320	FBGN0015268	19363480:0071:LC|15269173:0018:LC|15269173:0007:LC
Q9VF93	Q9VVH6	Q9VF93	Q9VVH6	CG6276|DMEL_CG6276	CG13733|DMEL_CG13733	FBGN0038316	FBGN0036729	14605208:0398:HT|14605208:0018:HT
Q9VF93	Q9VW52	Q9VF93	PRP3	CG6276|DMEL_CG6276	CG7757|DMEL_CG7757	FBGN0038316	FBGN0036915	14605208:0398:HT|14605208:0018:HT
Q9VF93	Q9VX94	Q9VF93	Q9VX94	CG6276|DMEL_CG6276	CG13001|DMEL_CG13001	FBGN0038316	FBGN0030806	14605208:0398:HT|14605208:0018:HT
Q9VF93	Q9W3I4	Q9VF93	Q9W3I4	CG6276|DMEL_CG6276	CG2278|DMEL_CG2278	FBGN0038316	FBGN0030017	14605208:0398:HT|14605208:0018:HT
Q9VF93	R9PY49	Q9VF93	R9PY49	CG6276|DMEL_CG6276	CG8851|DMEL_CG8851	FBGN0038316	FBGN0031546	14605208:0398:HT|14605208:0018:HT
Q9VF94	Q9VLX6	Q9VF94	Q9VLX6	CG14866|DMEL_CG14866	CG7191|DMEL_CG7191	FBGN0038315	FBGN0031945	14605208:0398:HT|14605208:0018:HT
Q9VFA2	Q9VIL2	ZIP88E	Q9VIL2	CG4334|DMEL_CG4334	CG2608|DMEL_CG2608	FBGN0038312	FBGN0032870	14605208:0398:HT|14605208:0018:HT
Q9VFA2	Q9W2T1	ZIP88E	Q9W2T1	CG4334|DMEL_CG4334	CG43347|DMEL_CG43347	FBGN0038312	FBGN0263072	14605208:0018:HT
Q9VFA2	Q9Y1A7	ZIP88E	MND	CG4334|DMEL_CG4334	CG3297|DMEL_CG3297	FBGN0038312	FBGN0002778	14605208:0398:HT|14605208:0018:HT
Q9VFA3	Q9VPD5	Q9VFA3	MTERF3	CG14864|DMEL_CG14864	CG5047|DMEL_CG5047	FBGN0038311	FBGN0037008	14605208:0398:HT|14605208:0018:HT
Q9VFA3	Q9VSL2	Q9VFA3	GSTO3	CG14864|DMEL_CG14864	CG6776|DMEL_CG6776	FBGN0038311	FBGN0035904	14605208:0398:HT|14605208:0018:HT
Q9VFA3	Q9VYH9	Q9VFA3	HEC	CG14864|DMEL_CG14864	CG4395|DMEL_CG4395	FBGN0038311	FBGN0030437	14605208:0398:HT|14605208:0018:HT
Q9VFA8	Q9VFG8	Q9VFA8	KIBRA	CG42404|DMEL_CG42404	CG33967	FBGN0259823	FBGN0262127	14605208:0398:HT|14605208:0018:HT
Q9VFA8	Q9W205	Q9VFA8	JBUG	CG42404|DMEL_CG42404	CG30092|DMEL_CG30092	FBGN0259823	FBGN0028371	14605208:0398:HT|14605208:0018:HT
Q9VFA8	Q9XYM0	Q9VFA8	CRK	CG42404|DMEL_CG42404	CG1587	FBGN0259823	FBGN0024811	14605208:0398:HT|14605208:0018:HT
Q9VFB6	Q9VG03	Q9VFB6	Q9VG03	CG12241|DMEL_CG12241	CG11656|DMEL_CG11656	FBGN0038304	FBGN0038109	14605208:0398:HT|14605208:0018:HT
Q9VFB9	Q9VHM4	Q9VFB9	RANSHI	CG6654|DMEL_CG6654	CG9793|DMEL_CG9793	FBGN0038301	FBGN0037620	14605208:0398:HT|14605208:0018:HT
Q9VFB9	Q9VHM5	Q9VFB9	CG8159-RB	CG6654|DMEL_CG6654	CG8159|DMEL_CG8159	FBGN0038301	FBGN0037619	14605208:0398:HT|14605208:0018:HT
Q9VFB9	Q9VHS8	Q9VFB9	EIF4AIII	CG6654|DMEL_CG6654	CG7483	FBGN0038301	FBGN0037573	14605208:0398:HT|14605208:0018:HT
Q9VFB9	Q9VVL7	Q9VFB9	Q9VVL7	CG6654|DMEL_CG6654	CG7430|DMEL_CG7430	FBGN0038301	FBGN0036762	14605208:0398:HT|14605208:0018:HT
Q9VFB9	Q9W4V9	Q9VFB9	DWG	CG6654|DMEL_CG6654	CG2711|DMEL_CG2711	FBGN0038301	FBGN0000520	14605208:0398:HT|14605208:0018:HT
Q9VFC2	Q9VJD4	SPN88EA	SGT	CG18525|DMEL_CG18525	CG5094|DMEL_CG5094	FBGN0028984	FBGN0032640	14605208:0398:HT|14605208:0018:HT
Q9VFC2	Q9VV49	SPN88EA	Q9VV49	CG18525|DMEL_CG18525	CG4753|DMEL_CG4753	FBGN0028984	FBGN0036622	14605208:0398:HT|14605208:0018:HT
Q9VFC7	Q9VI08	MF	Q9VI08	CG6803|DMEL_CG6803	CG10298|DMEL_CG10298	FBGN0038294	FBGN0037432	14605208:0398:HT|14605208:0018:HT
Q9VFC7	Q9VVA7	MF	TSG101	CG6803|DMEL_CG6803	CG9712|DMEL_CG9712	FBGN0038294	FBGN0036666	14605208:0398:HT|14605208:0018:HT
Q9VFC7	Q9W221	MF	CG13510-RA	CG6803|DMEL_CG6803	CG13510|DMEL_CG13510	FBGN0038294	FBGN0034758	14605208:0398:HT|14605208:0018:HT
Q9VFC7	Q9W513	MF	Q9W513	CG6803|DMEL_CG6803	CG17776|DMEL_CG17776	FBGN0038294	FBGN0040899	14605208:0398:HT|14605208:0018:HT
Q9VFC8	Q9VGE8	GLYS	TK	CG6904	CG14734	FBGN0266064	FBGN0037976	14605208:0018:HT
Q9VFC8	Q9VL48	GLYS	Q9VL48	CG6904	CG13131|DMEL_CG13131	FBGN0266064	FBGN0032175	14605208:0018:HT
Q9VFC8	Q9VMJ2	GLYS	CG13996-RA	CG6904	CG13996|DMEL_CG13996	FBGN0266064	FBGN0031763	14605208:0018:HT
Q9VFC8	Q9VPZ7	GLYS	ROBO3	CG6904	CG5423|DMEL_CG5423	FBGN0266064	FBGN0041097	14605208:0018:HT
Q9VFC8	Q9VR24	GLYS	Q9VR24	CG6904	CG15631|DMEL_CG15631	FBGN0266064	FBGN0031626	14605208:0018:HT
Q9VFC8	Q9VX51	GLYS	Q9VX51	CG6904	CG5613|DMEL_CG5613	FBGN0266064	FBGN0030839	14605208:0018:HT
Q9VFC8	Q9VZ45	GLYS	MYO10A	CG6904	CG43657|DMEL_CG43657	FBGN0266064	FBGN0263705	14605208:0018:HT
Q9VFC8	Q9W392	GLYS	Q9W392	CG6904	CG7033|DMEL_CG7033	FBGN0266064	FBGN0030086	14605208:0018:HT
Q9VFC8	X2J8L2	GLYS	BEAT-IA	CG6904	CG4846|DMEL_CG4846	FBGN0266064	FBGN0013433	14605208:0018:HT
Q9VFC9	X2JDK7	Q9VFC9	X2JDK7	CG3987|DMEL_CG3987	CG3078|DMEL_CG3078	FBGN0038292	FBGN0023524	14605208:0398:HT|14605208:0018:HT
Q9VFD1	Q9W4F5	Q9VFD1	PTP4E	CG6912|DMEL_CG6912	CG6899|DMEL_CG6899	FBGN0038290	FBGN0004368	14605208:0398:HT|14605208:0018:HT
Q9VFD2	Q9VYA9	Q9VFD2	TTH	CG6934	CG12175|DMEL_CG12175		FBGN0030502	14605208:0398:HT|14605208:0018:HT
Q9VFD2	Q9W1S5	Q9VFD2	PROSBETA5R1	CG6934	CG9868|DMEL_CG9868		FBGN0034842	14605208:0398:HT|14605208:0018:HT
Q9VFD2	Q9W3I9	Q9VFD2	TRAF6	CG6934	CG10961|DMEL_CG10961		FBGN0265464	14605208:0398:HT|14605208:0018:HT
Q9VFD3	Q9VMI6	Q9VFD3	Q9VMI6	CG42788|DMEL_CG42788	CG12393|DMEL_CG12393	FBGN0261859	FBGN0031768	14605208:0398:HT|14605208:0018:HT
Q9VFD3	Q9VML8	Q9VFD3	RAU	CG42788|DMEL_CG42788	CG8965|DMEL_CG8965	FBGN0261859	FBGN0031745	15710747:0399:HT|15710747:0018:HT
Q9VFD3	Q9VYA9	Q9VFD3	TTH	CG42788|DMEL_CG42788	CG12175|DMEL_CG12175	FBGN0261859	FBGN0030502	14605208:0018:HT
Q9VFD3	Q9W1S5	Q9VFD3	PROSBETA5R1	CG42788|DMEL_CG42788	CG9868|DMEL_CG9868	FBGN0261859	FBGN0034842	14605208:0018:HT
Q9VFD3	Q9W3I9	Q9VFD3	TRAF6	CG42788|DMEL_CG42788	CG10961|DMEL_CG10961	FBGN0261859	FBGN0265464	14605208:0018:HT
Q9VFD5	Q9VVQ1	Q9VFD5	ASTC-R1	CG6966	CG7285|DMEL_CG7285	FBGN0038286	FBGN0036790	14605208:0398:HT|14605208:0018:HT
Q9VFE3	Q9VHT8	VHAPPA1-1	Q9VHT8	CG7007|DMEL_CG7007	CG11672|DMEL_CG11672	FBGN0028662	FBGN0037563	14605208:0398:HT|14605208:0018:HT
Q9VFE4	Q9VSY8	RPS5B	BET3	CG7014	CG3911|DMEL_CG3911	FBGN0038277	FBGN0260859	14605208:0398:HT|14605208:0018:HT
Q9VFE4	Q9VTT2	RPS5B	L(3)J2D3	CG7014	CG6801|DMEL_CG6801	FBGN0038277	FBGN0011335	14605208:0398:HT|14605208:0018:HT
Q9VFE4	Q9VZ45	RPS5B	MYO10A	CG7014	CG43657|DMEL_CG43657	FBGN0038277	FBGN0263705	14605208:0398:HT|14605208:0018:HT
Q9VFE7	Q9VPB8	NUP93-2	PEX14	CG7262|DMEL_CG7262	CG4289|DMEL_CG4289	FBGN0038274	FBGN0037020	14605208:0398:HT|14605208:0018:HT
Q9VFE9	Q9VHN7	Q9VFE9	Q9VHN7	CG7265|DMEL_CG7265	CG8036|DMEL_CG8036	FBGN0038272	FBGN0037607	14605208:0398:HT|14605208:0018:HT
Q9VFE9	Q9VTM2	Q9VFE9	Q9VTM2	CG7265|DMEL_CG7265	CG11652|DMEL_CG11652	FBGN0038272	FBGN0036194	14605208:0398:HT|14605208:0018:HT
Q9VFE9	Q9VWY5	Q9VFE9	Q9VWY5	CG7265|DMEL_CG7265	CG7135|DMEL_CG7135	FBGN0038272	FBGN0030895	14605208:0398:HT|14605208:0018:HT
Q9VFF0	Q9VFT3	UQCR-C1	RBP4	CG3731|DMEL_CG3731	CG9654|DMEL_CG9654	FBGN0038271	FBGN0010258	14605208:0398:HT|14605208:0018:HT
Q9VFF0	Q9VK51	UQCR-C1	ACXA	CG3731|DMEL_CG3731	CG17176|DMEL_CG17176	FBGN0038271	FBGN0040510	14605208:0398:HT|14605208:0018:HT
Q9VFF0	Q9VRC3	UQCR-C1	CG1314-RA	CG3731|DMEL_CG3731	CG1314|DMEL_CG1314	FBGN0038271	FBGN0031134	14605208:0398:HT|14605208:0018:HT
Q9VFF0	Q9VRQ6	UQCR-C1	Q9VRQ6	CG3731|DMEL_CG3731	CG13287|DMEL_CG13287	FBGN0038271	FBGN0035643	14605208:0398:HT|14605208:0018:HT
Q9VFF0	Q9VTU4	UQCR-C1	Q9VTU4	CG3731|DMEL_CG3731	CG5642	FBGN0038271	FBGN0036258	14605208:0398:HT|14605208:0018:HT
Q9VFF0	Q9VYG2	UQCR-C1	BAP60	CG3731|DMEL_CG3731	CG4303	FBGN0038271	FBGN0025463	14605208:0398:HT|14605208:0018:HT
Q9VFF0	Q9W0K4	UQCR-C1	BAB2	CG3731|DMEL_CG3731	CG9102	FBGN0038271	FBGN0025525	14605208:0398:HT|14605208:0018:HT
Q9VFF0	Q9W1P7	UQCR-C1	OR59C	CG3731|DMEL_CG3731	CG17226	FBGN0038271	FBGN0034866	14605208:0398:HT|14605208:0018:HT
Q9VFF6	Q9VKW3	CG3610-RA	RFC3	CG3610|DMEL_CG3610	CG5313|DMEL_CG5313	FBGN0038266	FBGN0032244	14605208:0398:HT|14605208:0018:HT
Q9VFF6	Q9VN50	CG3610-RA	EIF3-S5-1	CG3610|DMEL_CG3610	CG9769	FBGN0038266	FBGN0037270	14605208:0398:HT|14605208:0018:HT
Q9VFF6	Q9VQQ6	CG3610-RA	SNX1	CG3610|DMEL_CG3610	CG2774|DMEL_CG2774	FBGN0038266	FBGN0031534	14605208:0398:HT|14605208:0018:HT
Q9VFF6	Q9VTW3	CG3610-RA	CG4328-RA	CG3610|DMEL_CG3610	CG4328|DMEL_CG4328	FBGN0038266	FBGN0036274	14605208:0398:HT|14605208:0018:HT
Q9VFF6	Q9VTX1	CG3610-RA	CG32104-RB	CG3610|DMEL_CG3610	CG32104|DMEL_CG32104	FBGN0038266	FBGN0052104	14605208:0398:HT|14605208:0018:HT
Q9VFF6	Q9VZ09	CG3610-RA	SISA	CG3610|DMEL_CG3610	CG1641	FBGN0038266	FBGN0003411	14605208:0398:HT|14605208:0018:HT
Q9VFF6	Q9W1R3	CG3610-RA	GOLGIN245	CG3610|DMEL_CG3610	CG3493|DMEL_CG3493	FBGN0038266	FBGN0034854	14605208:0398:HT|14605208:0018:HT
Q9VFF6	Q9W3S4	CG3610-RA	Q9W3S4	CG3610|DMEL_CG3610	CG4617|DMEL_CG4617	FBGN0038266	FBGN0029936	14605208:0398:HT|14605208:0018:HT
Q9VFF6	Q9W3Z4	CG3610-RA	Q9W3Z4	CG3610|DMEL_CG3610	CG3342|DMEL_CG3342	FBGN0038266	FBGN0029874	14605208:0398:HT|14605208:0018:HT
Q9VFF6	Q9W4X9	CG3610-RA	ZW10	CG3610|DMEL_CG3610	CG9900	FBGN0038266	FBGN0004643	14605208:0398:HT|14605208:0018:HT
Q9VFG2	Q9VFU0	Q9VFG2	Q9VFU0	CG14855|DMEL_CG14855	CG9757|DMEL_CG9757	FBGN0038260	FBGN0003060	14605208:0398:HT|14605208:0018:HT
Q9VFG2	R9PY37	Q9VFG2	R9PY37	CG14855|DMEL_CG14855	CG34380|DMEL_CG34380	FBGN0038260	FBGN0085409	14605208:0018:HT
Q9VFG3	Q9W4V8	JVL	TTM50	CG43162|DMEL_CG43162	CG2713	FBGN0263929	FBGN0250874	14605208:0398:HT|14605208:0018:HT
Q9VFG8	Q9VSW1	KIBRA	UGP	CG33967	CG4347|DMEL_CG4347	FBGN0262127	FBGN0035978	14605208:0398:HT|14605208:0018:HT
Q9VFG8	Q9VYG2	KIBRA	BAP60	CG33967	CG4303	FBGN0262127	FBGN0025463	14605208:0398:HT|14605208:0018:HT
Q9VFG8	Q9W219	KIBRA	Q9W219	CG33967	CG13512|CG42565|DMEL_CG42565	FBGN0262127	FBGN0260767	14605208:0398:HT|14605208:0018:HT
Q9VFH4	Q9VHM3	L(3)L1231	M1BP	CG7832|DMEL_CG7832	CG9797|DMEL_CG9797	FBGN0086686	FBGN0037621	14605208:0398:HT|14605208:0018:HT
Q9VFH4	Q9VY93	L(3)L1231	Q9VY93	CG7832|DMEL_CG7832	CG11134	FBGN0086686	FBGN0030518	14605208:0398:HT|14605208:0018:HT
Q9VFH4	Q9XZ68	L(3)L1231	BETAGGT-II	CG7832|DMEL_CG7832	CG18627|DMEL_CG18627	FBGN0086686	FBGN0028970	14605208:0398:HT|14605208:0018:HT
Q9VFH6	Q9VKN5	Q9VFH6	CG14071-RA	CG7886	CG14071|DMEL_CG14071	FBGN0038248	FBGN0032312	14605208:0398:HT|14605208:0018:HT
Q9VFH8	Q9VKI8	CG14853-RA	Q9VKI8	CG14853|DMEL_CG14853	CG6287|DMEL_CG6287	FBGN0038246	FBGN0032350	14605208:0018:HT
Q9VFH8	Q9VRV6	CG14853-RA	CG7386-RA	CG14853|DMEL_CG14853	CG7386|DMEL_CG7386	FBGN0038246	FBGN0035691	14605208:0398:HT|14605208:0018:HT
Q9VFH8	Q9W1H3	CG14853-RA	UPF3	CG14853|DMEL_CG14853	CG11184|DMEL_CG11184	FBGN0038246	FBGN0034923	14605208:0398:HT|14605208:0018:HT
Q9VFH8	Q9Y165	CG14853-RA	MORGUE	CG14853|DMEL_CG14853	CG15437|DMEL_CG15437	FBGN0038246	FBGN0027609	14605208:0398:HT|14605208:0018:HT
Q9VFH8	X2JD14	CG14853-RA	X2JD14	CG14853|DMEL_CG14853	CG15365|DMEL_CG15365	FBGN0038246	FBGN0030077	14605208:0398:HT|14605208:0018:HT
Q9VFI7	Q9VJE6	Q9VFI7	LRCH	CG14850|DMEL_CG14850	CG6860|DMEL_CG6860	FBGN0038239	FBGN0032633	14605208:0398:HT|14605208:0018:HT
Q9VFI7	Q9VK59	Q9VFI7	Q9VK59	CG14850|DMEL_CG14850	CG5787|DMEL_CG5787	FBGN0038239	FBGN0032454	14605208:0398:HT|14605208:0018:HT
Q9VFJ2	Q9W423	MRPL11	SCHLANK	CG3351	CG3576|DMEL_CG3576	FBGN0038234	FBGN0040918	14605208:0398:HT|14605208:0018:HT
Q9VFJ3	Q9VL01	HTRA2	CG5390-RA	CG8464	CG5390|DMEL_CG5390	FBGN0038233	FBGN0032213	14605208:0398:HT|14605208:0018:HT
Q9VFK2	Q9VHK6	CV-C	ISCU	CG34389|DMEL_CG34389	CG9836|DMEL_CG9836	FBGN0086901	FBGN0037637	14605208:0398:HT|14605208:0018:HT
Q9VFK2	Q9VK58	CV-C	PIH1D1	CG34389|DMEL_CG34389	CG5792|DMEL_CG5792	FBGN0086901	FBGN0032455	14605208:0018:HT
Q9VFK2	Q9VPY2	CV-C	PLAP	CG34389|DMEL_CG34389	CG5105|DMEL_CG5105	FBGN0086901	FBGN0024314	14605208:0018:HT
Q9VFK2	Q9VW51	CV-C	ELL	CG34389|DMEL_CG34389	CG32217	FBGN0086901	FBGN0014037	14605208:0398:HT|14605208:0018:HT
Q9VFK2	Q9VX12	CV-C	SPT7	CG34389|DMEL_CG34389	CG6506|DMEL_CG6506	FBGN0086901	FBGN0030874	14605208:0398:HT|14605208:0018:HT
Q9VFK2	Q9Y119	CV-C	TPS1	CG34389|DMEL_CG34389	CG4104|DMEL_CG4104	FBGN0086901	FBGN0027560	14605208:0398:HT|14605208:0018:HT
Q9VFK2	X2JGL7	CV-C	X2JGL7	CG34389|DMEL_CG34389	CG4300|DMEL_CG4300	FBGN0086901	FBGN0036272	14605208:0398:HT|14605208:0018:HT
Q9VFL4	Q9VSG0	Q9VFL4	Q9VSG0	CG14840|DMEL_CG14840	CG13678|DMEL_CG13678	FBGN0038217	FBGN0035859	14605208:0398:HT|14605208:0018:HT
Q9VFL4	Q9VSY9	Q9VFL4	NF-YA	CG14840|DMEL_CG14840	CG3891|DMEL_CG3891	FBGN0038217	FBGN0035993	14605208:0398:HT|14605208:0018:HT
Q9VFL4	Q9VX05	Q9VFL4	Q9VX05	CG14840|DMEL_CG14840	CG12985|DMEL_CG12985	FBGN0038217	FBGN0030881	14605208:0398:HT|14605208:0018:HT
Q9VFL8	Q9VPI3	CG9624-RA	CDA5	CG9624|DMEL_CG9624	CG31973|DMEL_CG31973	FBGN0038213	FBGN0051973	14605208:0398:HT|14605208:0018:HT
Q9VFL8	Q9VQI4	CG9624-RA	Q9VQI4	CG9624|DMEL_CG9624	CG8813|DMEL_CG8813	FBGN0038213	FBGN0031476	14605208:0398:HT|14605208:0018:HT
Q9VFL8	Q9VW10	CG9624-RA	Q9VW10	CG9624|DMEL_CG9624	CG9300|DMEL_CG9300	FBGN0038213	FBGN0036886	14605208:0398:HT|14605208:0018:HT
Q9VFL8	Q9VW57	CG9624-RA	GRASP65	CG9624|DMEL_CG9624	CG7809|DMEL_CG7809	FBGN0038213	FBGN0036919	14605208:0398:HT|14605208:0018:HT
Q9VFL9	Q9VGQ0	CG33109-RA	KP78B	CG33109|DMEL_CG33109	CG17216|DMEL_CG17216	FBGN0053109	FBGN0026063	15575970:0018:HT
Q9VFM2	Q9VKC4	CG3199-RA	PLZF	CG3199|DMEL_CG3199	CG6792|DMEL_CG6792	FBGN0038210	FBGN0032401	14605208:0398:HT|14605208:0018:HT
Q9VFM2	Q9W236	CG3199-RA	VPS20	CG3199|DMEL_CG3199	CG4071|DMEL_CG4071	FBGN0038210	FBGN0034744	14605208:0398:HT|14605208:0018:HT
Q9VFM4	Q9VPM5	Q9VFM4	MBM	CG14359|CG42500|DMEL_CG42500	CG11604|DMEL_CG11604	FBGN0040559|FBGN0260226	FBGN0086912	14605208:0398:HT|14605208:0018:HT
Q9VFM4	Q9VTK6	Q9VFM4	Q9VTK6	CG14359|CG42500|DMEL_CG42500	CG7368|DMEL_CG7368	FBGN0040559|FBGN0260226	FBGN0036179	14605208:0398:HT|14605208:0018:HT
Q9VFM4	Q9VYG2	Q9VFM4	BAP60	CG14359|CG42500|DMEL_CG42500	CG4303	FBGN0040559|FBGN0260226	FBGN0025463	14605208:0398:HT|14605208:0018:HT
Q9VFN9	Q9VWI2	Q9VFN9	NAA15-16	CG9922|DMEL_CG9922	CG12202|DMEL_CG12202	FBGN0038196	FBGN0031020	14605208:0398:HT|14605208:0018:HT
Q9VFP2	Q9VGG9	RDX	Q9VGG9	CG12537	CG31368|DMEL_CG31368	FBGN0264493	FBGN0051368	14605208:0398:HT|14605208:0018:HT
Q9VFP2	Q9VGL2	RDX	Q9VGL2	CG12537	CG14711|DMEL_CG14711	FBGN0264493	FBGN0037922	14605208:0398:HT|14605208:0018:HT
Q9VFP2	Q9VGS2	RDX	TCTP	CG12537	CG4800	FBGN0264493	FBGN0037874	14605208:0398:HT|14605208:0018:HT
Q9VFP2	Q9VH57	RDX	Q9VH57	CG12537	CG16904|DMEL_CG16904	FBGN0264493	FBGN0037763	14605208:0398:HT|14605208:0018:HT
Q9VFP2	Q9VHV8	RDX	PUC	CG12537	CG7850|DMEL_CG7850	FBGN0264493	FBGN0243512	19955409:0007:LC|14605208:0398:HT|14605208:0018:HT
Q9VFP2	Q9VJ22	RDX	BEST:GH09876	CG12537	CG10650|DMEL_CG10650	FBGN0264493	FBGN0046302	14605208:0398:HT|14605208:0018:HT
Q9VFP2	Q9VKV1	RDX	LMANII	CG12537	CG6206|DMEL_CG6206	FBGN0264493	FBGN0027611	14605208:0398:HT|14605208:0018:HT
Q9VFP2	Q9VLR3	RDX	Q9VLR3	CG12537	CG8360|DMEL_CG8360	FBGN0264493	FBGN0032001	14605208:0398:HT|14605208:0018:HT
Q9VFP2	Q9VQB9	RDX	Q9VQB9	CG12537	CG3557|DMEL_CG3557	FBGN0264493	FBGN0031423	14605208:0398:HT|14605208:0018:HT
Q9VFP2	Q9VUS1	RDX	COMM3	CG12537	CG42334|DMEL_CG42334	FBGN0264493	FBGN0259236	14605208:0398:HT|14605208:0018:HT
Q9VFP2	Q9VXE5	RDX	MBT	CG12537	CG18582	FBGN0264493	FBGN0025743	14605208:0398:HT|14605208:0018:HT
Q9VFP2	Q9VYC1	RDX	CPR12A	CG12537	CG15757|DMEL_CG15757	FBGN0264493	FBGN0030494	14605208:0398:HT|14605208:0018:HT
Q9VFP2	Q9VYT4	RDX	ATP7	CG12537	CG1886|DMEL_CG1886	FBGN0264493	FBGN0030343	14605208:0398:HT|14605208:0018:HT
Q9VFP2	Q9W0F5	RDX	Q9W0F5	CG12537	CG9173|DMEL_CG9173	FBGN0264493	FBGN0035218	14605208:0398:HT|14605208:0018:HT
Q9VFP2	Q9W1S2	RDX	TBRD-3	CG12537	CG30417|DMEL_CG30417	FBGN0264493	FBGN0050417	14605208:0398:HT|14605208:0018:HT
Q9VFP2	Q9W5E0	RDX	HMT4-20	CG12537	CG13363	FBGN0264493	FBGN0025639	14605208:0398:HT|14605208:0018:HT
Q9VFP5	Q9VH07	Q9VFP5	PONT	CG9925|DMEL_CG9925	CG4003	FBGN0038191	FBGN0040078	14605208:0398:HT|14605208:0018:HT
Q9VFP5	Q9VMC6	Q9VFP5	Q9VMC6	CG9925|DMEL_CG9925	CG9547|DMEL_CG9547	FBGN0038191	FBGN0031824	14605208:0398:HT|14605208:0018:HT
Q9VFP5	Q9W0V1	Q9VFP5	PDK1	CG9925|DMEL_CG9925	CG1210	FBGN0038191	FBGN0020386	14605208:0018:HT
Q9VFP5	Q9W436	Q9VFP5	NEP1	CG9925|DMEL_CG9925	CG5905|DMEL_CG5905	FBGN0038191	FBGN0029843	14605208:0398:HT|14605208:0018:HT
Q9VFP6	Q9XYW6	IPP	STUB1	CG3028|DMEL_CG3028	CG5203|DMEL_CG5203	FBGN0016672	FBGN0027052	14605208:0398:HT|14605208:0018:HT
Q9VFP7	Q9VSV1	CG9926-RA	SLC45-1	CG9926|DMEL_CG9926	CG4484|DMEL_CG4484	FBGN0038190	FBGN0035968	14605208:0398:HT|14605208:0018:HT
Q9VFP8	Q9VJQ0	ART6	Q9VJQ0	CG9927|DMEL_CG9927	CG4168|DMEL_CG4168	FBGN0038189	FBGN0028888	14605208:0398:HT|14605208:0018:HT
Q9VFP8	Q9VQX9	ART6	ART2	CG9927|DMEL_CG9927	CG3675|DMEL_CG3675	FBGN0038189	FBGN0031592	14605208:0398:HT|14605208:0018:HT
Q9VFP8	Q9VRV6	ART6	CG7386-RA	CG9927|DMEL_CG9927	CG7386|DMEL_CG7386	FBGN0038189	FBGN0035691	14605208:0398:HT|14605208:0018:HT
Q9VFP8	Q9VXF4	ART6	Q9VXF4	CG9927|DMEL_CG9927	CG9902|DMEL_CG9902	FBGN0038189	FBGN0030757	14605208:0398:HT|14605208:0018:HT
Q9VFQ3	Q9VLF2	E5	RCD-1R	CG9930|DMEL_CG9930	CG9573|DMEL_CG9573	FBGN0008646	FBGN0032089	14605208:0398:HT|14605208:0018:HT
Q9VFQ3	Q9VLK8	E5	FU2	CG9930|DMEL_CG9930	CG9233|DMEL_CG9233	FBGN0008646	FBGN0029173	14605208:0398:HT|14605208:0018:HT
Q9VFQ3	Q9VNF6	E5	MTA1-LIKE	CG9930|DMEL_CG9930	CG2244|DMEL_CG2244	FBGN0008646	FBGN0027951	14605208:0398:HT|14605208:0018:HT
Q9VFQ3	Q9VQ29	E5	RFESP	CG9930|DMEL_CG9930	CG7361|DMEL_CG7361	FBGN0008646	FBGN0021906	14605208:0398:HT|14605208:0018:HT
Q9VFQ3	Q9VSQ7	E5	Q9VSQ7	CG9930|DMEL_CG9930	CG13309|DMEL_CG13309	FBGN0008646	FBGN0035933	14605208:0398:HT|14605208:0018:HT
Q9VFQ3	Q9VXM1	E5	CYCD	CG9930|DMEL_CG9930	CG9096	FBGN0008646	FBGN0010315	15575970:0018:HT
Q9VFQ3	Q9VY87	E5	CTSB1	CG9930|DMEL_CG9930	CG10992|DMEL_CG10992	FBGN0008646	FBGN0030521	14605208:0398:HT|14605208:0018:HT
Q9VFQ3	Q9W1J9	E5	CG9850-RA	CG9930|DMEL_CG9930	CG9850|DMEL_CG9850	FBGN0008646	FBGN0034903	14605208:0398:HT|14605208:0018:HT
Q9VFQ3	Q9W321	E5	NEJ	CG9930|DMEL_CG9930	CG15319|DMEL_CG15319	FBGN0008646	FBGN0261617	15575970:0018:HT
Q9VFQ9	Q9W1H4	DIP-B	DNA-LIGI	CG9285|DMEL_CG9285	CG5602	FBGN0000454	FBGN0262619	14605208:0398:HT|14605208:0018:HT
Q9VFQ9	Q9W4E4	DIP-B	Q9W4E4	CG9285|DMEL_CG9285	CG5062|DMEL_CG5062	FBGN0000454	FBGN0029747	14605208:0398:HT|14605208:0018:HT
Q9VFQ9	Q9Y109	DIP-B	BCDNA.GH11023	CG9285|DMEL_CG9285	CG7927|DMEL_CG7927	FBGN0000454	FBGN0027549	14605208:0398:HT|14605208:0018:HT
Q9VFR1	Q9VGA4	Q9VFR1	MBD-R2	CG9288	CG10042|DMEL_CG10042	FBGN0260464	FBGN0038016	14605208:0398:HT|14605208:0018:HT
Q9VFR4	Q9VJ22	Q9VFR4	BEST:GH09876	CG9312|DMEL_CG9312	CG10650|DMEL_CG10650	FBGN0038179	FBGN0046302	14605208:0398:HT|14605208:0018:HT
Q9VFR4	Q9VJU5	Q9VFR4	NIMC1	CG9312|DMEL_CG9312	CG8942|DMEL_CG8942	FBGN0038179	FBGN0259896	14605208:0398:HT|14605208:0018:HT
