Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
A0A0B4JD44	Q9V9N9	REEP1	Q9V9N9	CG42678|DMEL_CG42678	CG3651|DMEL_CG3651	FBGN0261564	FBGN0032974	14605208:0398:HT|14605208:0018:HT
A0A0B4JD44	Q9VNF8	REEP1	SEC23	CG42678|DMEL_CG42678	CG1250|DMEL_CG1250	FBGN0261564	FBGN0262125	14605208:0398:HT|14605208:0018:HT
A0A0B4JDA4	Q9U4U5	A0A0B4JDA4	RGL	CG42342|DMEL_CG42342	CG8865|DMEL_CG8865	FBGN0259244	FBGN0026376	15710747:0018:HT
A0A0B4JDC9	P91645	RBP	CAC	CG43073|DMEL_CG43073	CG43368	FBGN0262483	FBGN0263111	22174254:0018:LC|26274777:0018:LC|26274777:0114:LC|26274777:0096:LC
A0A0B4JDC9	Q8SX59	RBP	Q8SX59	CG43073|DMEL_CG43073	CG9083	FBGN0262483	FBGN0035077	14605208:0398:HT|14605208:0018:HT
A0A0B4JDC9	Q9VCV9	RBP	CG6972-RA	CG43073|DMEL_CG43073	CG6972|DMEL_CG6972	FBGN0262483	FBGN0039008	14605208:0018:HT
A0A0B4JDC9	Q9VDI5	RBP	Q9VDI5	CG43073|DMEL_CG43073	CG17271|DMEL_CG17271	FBGN0262483	FBGN0038829	14605208:0398:HT|14605208:0018:HT
A0A0B4JDC9	Q9VEE5	RBP	RIM	CG43073|DMEL_CG43073	CG33547|DMEL_CG33547	FBGN0262483	FBGN0053547	22174254:0018:LC|26274777:0018:LC|26274777:0096:LC
A0A0B4JDC9	Q9VLS8	RBP	Q9VLS8	CG43073|DMEL_CG43073	CG8668|DMEL_CG8668	FBGN0262483	FBGN0031988	14605208:0018:HT
A0A0B4JDC9	Q9VQW4	RBP	CG15422-RA	CG43073|DMEL_CG43073	CG15422|DMEL_CG15422	FBGN0262483	FBGN0031579	14605208:0398:HT|14605208:0018:HT
A0A0B4K651	Q9VED8	BEST1	DNASEII	CG6264|DMEL_CG6264	CG7780|DMEL_CG7780	FBGN0040238	FBGN0000477	14605208:0398:HT|14605208:0018:HT
A0A0B4K692	Q7KRS6	NEP2	NOMPB	CG9761	CG12548|DMEL_CG12548	FBGN0027570	FBGN0016919	14605208:0398:HT|14605208:0018:HT
A0A0B4K692	Q8MLW7	NEP2	XBP1	CG9761	CG9415|DMEL_CG9415	FBGN0027570	FBGN0021872	14605208:0398:HT|14605208:0018:HT
A0A0B4K6E6	A1Z8K2	A0A0B4K6E6	CG13204-RA	CG17734|DMEL_CG17734	CG13204|DMEL_CG13204	FBGN0037890	FBGN0033627	14605208:0018:HT
A0A0B4K6P1	P19538	RFX	CI	CG6312|DMEL_CG6312	CG2125	FBGN0020379	FBGN0004859	15710747:0399:HT|15710747:0018:HT
A0A0B4K6P1	Q9VQQ9	RFX	SEC5	CG6312|DMEL_CG6312	CG8843	FBGN0020379	FBGN0266670	15710747:0399:HT|15710747:0018:HT
A0A0B4K6W9	B7Z143	HEPH	B7Z143	CG31000|DMEL_CG31000	CG11138|DMEL_CG11138	FBGN0011224	FBGN0030400	14605208:0398:HT|14605208:0018:HT
A0A0B4K6W9	E2QCN0	HEPH	KN	CG31000|DMEL_CG31000	CG10197|DMEL_CG10197	FBGN0011224	FBGN0001319	15710747:0018:HT
A0A0B4K6W9	F3YDG4	HEPH	CYCA-RD	CG31000|DMEL_CG31000		FBGN0011224		15575970:0018:HT
A0A0B4K6W9	O17144	HEPH	CYCH	CG31000|DMEL_CG31000	CG7405	FBGN0011224	FBGN0022936	15575970:0018:HT
A0A0B4K6W9	O46070	HEPH	EG:25E8.4	CG31000|DMEL_CG31000	CG2865|DMEL_CG2865	FBGN0011224	FBGN0023526	14605208:0398:HT|14605208:0018:HT
A0A0B4K6W9	O61661	HEPH	GRP	CG31000|DMEL_CG31000	CG17161	FBGN0011224	FBGN0261278	15575970:0018:HT
A0A0B4K6W9	O76876	HEPH	SSX	CG31000|DMEL_CG31000	CG3056|DMEL_CG3056	FBGN0011224	FBGN0024987	14605208:0398:HT|14605208:0018:HT
A0A0B4K6W9	O77051	HEPH	E2F2	CG31000|DMEL_CG31000	CG1071	FBGN0011224	FBGN0024371	15575970:0018:HT
A0A0B4K6W9	P14785	HEPH	CYCA	CG31000|DMEL_CG31000	CG5940	FBGN0011224	FBGN0000404	15575970:0018:HT
A0A0B4K6W9	Q24159	HEPH	CYCJ	CG31000|DMEL_CG31000	CG10308	FBGN0011224	FBGN0010317	15575970:0018:HT
A0A0B4K6W9	Q7JZB4	HEPH	Q7JZB4	CG31000|DMEL_CG31000	CG1129	FBGN0011224	FBGN0037279	14605208:0398:HT|14605208:0018:HT
A0A0B4K6W9	Q7KT57	HEPH	SQU	CG31000|DMEL_CG31000	CG4711|DMEL_CG4711|HDC02844	FBGN0011224	FBGN0267347	15575970:0018:HT
A0A0B4K6W9	Q8INB9	HEPH	AKT1	CG31000|DMEL_CG31000	CG4006	FBGN0011224	FBGN0010379	15575970:0018:HT
A0A0B4K6W9	Q95TJ9	HEPH	CYCG	CG31000|DMEL_CG31000	CG11525	FBGN0011224	FBGN0039858	15575970:0018:HT
A0A0B4K6W9	Q961D1	HEPH	CYCK	CG31000|DMEL_CG31000	CG15218|DMEL_CG15218	FBGN0011224	FBGN0025674	15575970:0018:HT
A0A0B4K6W9	Q9I7I7	HEPH	SIRT2	CG31000|DMEL_CG31000	CG5085	FBGN0011224	FBGN0038788	15575970:0018:HT
A0A0B4K6W9	Q9VEH1	HEPH	MPS1	CG31000|DMEL_CG31000	CG7643|DMEL_CG7643	FBGN0011224	FBGN0000063	15575970:0018:HT
A0A0B4K6W9	Q9VHN1	HEPH	CKS85A	CG31000|DMEL_CG31000	CG9790|DMEL_CG9790	FBGN0011224	FBGN0037613	15575970:0018:HT
A0A0B4K6W9	Q9VKW2	HEPH	PIE	CG31000|DMEL_CG31000	CG5354|DMEL_CG5354	FBGN0011224	FBGN0005683	15575970:0018:HT
A0A0B4K6W9	Q9VLW7	HEPH	CDC14	CG31000|DMEL_CG31000	CG7134|DMEL_CG7134	FBGN0011224	FBGN0031952	15575970:0018:HT
A0A0B4K6W9	Q9VNM2	HEPH	OSI24	CG31000|DMEL_CG31000	CG15589|DMEL_CG15589	FBGN0011224	FBGN0037409	14605208:0398:HT|14605208:0018:HT
A0A0B4K6W9	Q9VTU3	HEPH	RHOGAP68F	CG31000|DMEL_CG31000	CG6811	FBGN0011224	FBGN0036257	15575970:0018:HT
A0A0B4K6W9	Q9VVE3	HEPH	Q9VVE3	CG31000|DMEL_CG31000	CG7724|DMEL_CG7724	FBGN0011224	FBGN0036698	14605208:0398:HT|14605208:0018:HT
A0A0B4K6W9	Q9W321	HEPH	NEJ	CG31000|DMEL_CG31000	CG15319|DMEL_CG15319	FBGN0011224	FBGN0261617	15575970:0018:HT
A0A0B4K6W9	V5LWW0	HEPH	KN-RA	CG31000|DMEL_CG31000		FBGN0011224		15710747:0018:HT
A0A0B4K7I7	Q9VWX7	A0A0B4K7I7	HESR	CG17190|DMEL_CG17190	CG5927|DMEL_CG5927	FBGN0038761	FBGN0030899	14605208:0018:HT
A0A0B4K7I7	Q9VY14	A0A0B4K7I7	Q9VY14	CG17190|DMEL_CG17190	CG14410|DMEL_CG14410	FBGN0038761	FBGN0030583	14605208:0018:HT
A0A0B4K7J3	B5RIQ1	SAX	SPIR-RC	CG1891|DMEL_CG1891		FBGN0003317		14605208:0018:HT
A0A0B4K7J3	Q8INC3	SAX	MHCL	CG1891|DMEL_CG1891	CG31045|DMEL_CG31045	FBGN0003317	FBGN0026059	15575970:0018:HT
A0A0B4K7J3	Q9U1K1	SAX	SPIR	CG1891|DMEL_CG1891	CG10076	FBGN0003317	FBGN0003475	14605208:0018:HT
A0A0B4K7J4	Q7JY89	GFRL	Q7JY89	CG43224|DMEL_CG43224	CG8788|DMEL_CG8788	FBGN0262869	FBGN0028955	14605208:0018:HT
A0A0B4K7J4	Q9V8W3	GFRL	REP	CG43224|DMEL_CG43224	CG8432	FBGN0262869	FBGN0026378	14605208:0018:HT
A0A0B4K7J4	Q9VZR0	GFRL	CG42456-RA	CG43224|DMEL_CG43224	CG12016|DMEL_CG12016	FBGN0262869	FBGN0035436	14605208:0018:HT
A0A0B4K7J4	Q9W3X6	GFRL	L(1)G0255	CG43224|DMEL_CG43224	CG4094|DMEL_CG4094	FBGN0262869	FBGN0028336	14605208:0018:HT
A0A0B4K7N1	O46085	SIDE	PEX5	CG31062|DMEL_CG31062	CG14815|DMEL_CG14815	FBGN0016061	FBGN0023516	14605208:0398:HT|14605208:0018:HT
A0A0B4K7N1	Q94519	SIDE	ND-ACP	CG31062|DMEL_CG31062	CG9160	FBGN0016061	FBGN0011361	14605208:0398:HT|14605208:0018:HT
A0A0B4K7S6	P18459	MLD	PLE	CG34100|DMEL_CG34100	CG10118	FBGN0263490	FBGN0005626	14605208:0018:HT
A0A0B4K7S6	Q9W279	MLD	Q9W279	CG34100|DMEL_CG34100	CG11275|DMEL_CG11275	FBGN0263490	FBGN0034706	14605208:0018:HT
A0A0B4K852	A0A0B4LGD0	SM	A0A0B4LGD0	CG9218|DMEL_CG9218	CG43691|DMEL_CG43691	FBGN0003435	FBGN0263774	14605208:0018:HT
A0A0B4K852	Q8INQ9	SM	STCK	CG9218|DMEL_CG9218	CG7954|DMEL_CG7954	FBGN0003435	FBGN0020249	14605208:0018:HT
A0A0B4K852	Q8WS79	SM	ERR	CG9218|DMEL_CG9218	CG7404|DMEL_CG7404	FBGN0003435	FBGN0035849	14605208:0018:HT
A0A0B4K852	Q9V3B8	SM	NERFIN-1	CG9218|DMEL_CG9218	CG13906|DMEL_CG13906	FBGN0003435	FBGN0028999	14605208:0018:HT
A0A0B4K852	Q9VAI3	SM	CG18731-RA	CG9218|DMEL_CG9218	CG18731|DMEL_CG18731	FBGN0003435	FBGN0042213	14605208:0018:HT
A0A0B4K852	Q9VWN9	SM	Q9VWN9	CG9218|DMEL_CG9218	CG34401|DMEL_CG34401	FBGN0003435	FBGN0085430	14605208:0018:HT
A0A0B4K852	Q9VZ60	SM	Q9VZ60	CG9218|DMEL_CG9218	CG2186|DMEL_CG2186	FBGN0003435	FBGN0030243	14605208:0018:HT
A0A0B4KEZ3	O16797	A0A0B4KEZ3	RPL3	CG14499|DMEL_CG14499	CG4863	FBGN0034317	FBGN0020910	14605208:0018:HT
A0A0B4KEZ3	P08570	A0A0B4KEZ3	RPLP1	CG14499|DMEL_CG14499	CG4087	FBGN0034317	FBGN0002593	14605208:0018:HT
A0A0B4KEZ3	Q02748	A0A0B4KEZ3	EIF-4A	CG14499|DMEL_CG14499	CG9075	FBGN0034317	FBGN0001942	14605208:0018:HT
A0A0B4KEZ3	Q26263	A0A0B4KEZ3	DPN	CG14499|DMEL_CG14499	CG8704	FBGN0034317	FBGN0010109	14605208:0018:HT
A0A0B4KEZ3	Q8IQG1	A0A0B4KEZ3	MOB2	CG14499|DMEL_CG14499	CG11711	FBGN0034317	FBGN0259481	14605208:0018:HT
A0A0B4KEZ3	Q9VKX2	A0A0B4KEZ3	MDH1	CG14499|DMEL_CG14499	CG5362|DMEL_CG5362	FBGN0034317	FBGN0262782	14605208:0018:HT
A0A0B4KEZ3	Q9VNS4	A0A0B4KEZ3	Q9VNS4	CG14499|DMEL_CG14499	CG12546|CG14452|DMEL_CG12546|DMEL_CG14452	FBGN0034317	FBGN0037180|FBGN0037178	14605208:0018:HT
A0A0B4KEZ3	Q9VUH9	A0A0B4KEZ3	Q9VUH9	CG14499|DMEL_CG14499	CG9425|DMEL_CG9425	FBGN0034317	FBGN0036451	14605208:0018:HT
A0A0B4KEZ3	Q9VWQ2	A0A0B4KEZ3	S6KL	CG14499|DMEL_CG14499	CG7001	FBGN0034317	FBGN0283473	14605208:0018:HT
A0A0B4KEZ3	Q9VYA4	A0A0B4KEZ3	Q9VYA4	CG14499|DMEL_CG14499	CG11164|DMEL_CG11164	FBGN0034317	FBGN0030507	14605208:0018:HT
A0A0B4KEZ3	Q9W1K5	A0A0B4KEZ3	SESN	CG14499|DMEL_CG14499	CG11299	FBGN0034317	FBGN0034897	14605208:0018:HT
A0A0B4KGY6	A4IJ59	PS	MUB	CG42670|DMEL_CG42670	CG7437|DMEL_CG7437	FBGN0261552	FBGN0262737	14605208:0398:HT|14605208:0018:HT
A0A0B4KGY6	P33244	PS	FTZ-F1	CG42670|DMEL_CG42670	CG4059	FBGN0261552	FBGN0001078	14605208:0018:HT
A0A0B4KGY6	Q24491	PS	RSF1	CG42670|DMEL_CG42670	CG5655	FBGN0261552	FBGN0011305	14605208:0398:HT|14605208:0018:HT
A0A0B4KGY6	Q7KHL0	PS	HNRNP-K	CG42670|DMEL_CG42670	CG13425	FBGN0261552	FBGN0267791	25294943:0007:LC|14605208:0398:HT|14605208:0018:HT
A0A0B4KGY6	Q9VJ53	PS	Q9VJ53	CG42670|DMEL_CG42670	CG15167|DMEL_CG15167	FBGN0261552	FBGN0032709	14605208:0398:HT|14605208:0018:HT
A0A0B4KHH8	A0A0B4KHH8	SYP	SYP	CG17838|DMEL_CG17838	CG17838|DMEL_CG17838	FBGN0038826	FBGN0038826	29483512:0114:LC
A0A0B4KHH8	A8JNS0	SYP	A8JNS0	CG17838|DMEL_CG17838	CG10663|DMEL_CG10663	FBGN0038826	FBGN0036287	14605208:0018:HT
A0A0B4KI23	Q95RB2	A0A0B4KI23	CPR49AE	CG15515|DMEL_CG15515	CG8505|DMEL_CG8505	FBGN0039719	FBGN0033728	14605208:0398:HT|14605208:0018:HT
A0A0B4LGD0	A1Z6J6	A0A0B4LGD0	A1Z6J6	CG43691|DMEL_CG43691	CG7856|DMEL_CG7856	FBGN0263774	FBGN0033056	14605208:0018:HT
A0A0B4LGD0	A1Z8W1	A0A0B4LGD0	SIP2	CG43691|DMEL_CG43691	CG13164|DMEL_CG13164	FBGN0263774	FBGN0061197	14605208:0018:HT
A0A0B4LGD0	A8DYE4	A0A0B4LGD0	A8DYE4	CG43691|DMEL_CG43691	CG43729|DMEL_CG43729	FBGN0263774	FBGN0263980	14605208:0018:HT
A0A0B4LGD0	A8DZ19	A0A0B4LGD0	RTGEF	CG43691|DMEL_CG43691	CG10043|DMEL_CG10043	FBGN0263774	FBGN0015803	14605208:0018:HT
A0A0B4LGD0	A8JNL9	A0A0B4LGD0	A8JNL9	CG43691|DMEL_CG43691	CG10274|DMEL_CG10274	FBGN0263774	FBGN0035690	14605208:0018:HT
A0A0B4LGD0	A8JR00	A0A0B4LGD0	A8JR00	CG43691|DMEL_CG43691	CG34383|DMEL_CG34383	FBGN0263774	FBGN0085412	14605208:0018:HT
A0A0B4LGD0	B7Z028	A0A0B4LGD0	B7Z028	CG43691|DMEL_CG43691	CG9527|DMEL_CG9527	FBGN0263774	FBGN0031813	14605208:0018:HT
A0A0B4LGD0	E1JHT5	A0A0B4LGD0	MXT	CG43691|DMEL_CG43691	CG2950|DMEL_CG2950	FBGN0263774	FBGN0031637	14605208:0018:HT
A0A0B4LGD0	M9ND89	A0A0B4LGD0	NUF	CG43691|DMEL_CG43691	CG33991|DMEL_CG33991	FBGN0263774	FBGN0013718	14605208:0018:HT
A0A0B4LGD0	O46106	A0A0B4LGD0	NOI	CG43691|DMEL_CG43691	CG2925	FBGN0263774	FBGN0014366	14605208:0018:HT
A0A0B4LGD0	P15330	A0A0B4LGD0	DL	CG43691|DMEL_CG43691	CG6667	FBGN0263774	FBGN0260632	14605208:0018:HT
A0A0B4LGD0	P17886	A0A0B4LGD0	CRN	CG43691|DMEL_CG43691	CG3193	FBGN0263774	FBGN0000377	14605208:0018:HT
A0A0B4LGD0	P35415	A0A0B4LGD0	PRM	CG43691|DMEL_CG43691	CG5939	FBGN0263774	FBGN0003149	14605208:0018:HT
A0A0B4LGD0	P54361	A0A0B4LGD0	ODA	CG43691|DMEL_CG43691	CG16747	FBGN0263774	FBGN0014184	14605208:0018:HT
A0A0B4LGD0	Q0E993	A0A0B4LGD0	AATS-VAL	CG43691|DMEL_CG43691	CG4062|DMEL_CG4062	FBGN0263774	FBGN0027079	14605208:0018:HT
A0A0B4LGD0	Q24312	A0A0B4LGD0	EWG	CG43691|DMEL_CG43691	CG3114	FBGN0263774	FBGN0005427	14605208:0018:HT
A0A0B4LGD0	Q24558	A0A0B4LGD0	TOS	CG43691|DMEL_CG43691	CG10387	FBGN0263774	FBGN0015553	14605208:0018:HT
A0A0B4LGD0	Q24564	A0A0B4LGD0	MER	CG43691|DMEL_CG43691	CG14228	FBGN0263774	FBGN0086384	14605208:0018:HT
A0A0B4LGD0	Q7K4X4	A0A0B4LGD0	Q7K4X4	CG43691|DMEL_CG43691	CG17230|DMEL_CG17230	FBGN0263774	FBGN0046225	14605208:0018:HT
A0A0B4LGD0	Q7KMJ6	A0A0B4LGD0	NITO	CG43691|DMEL_CG43691	CG2910|DMEL_CG2910	FBGN0263774	FBGN0027548	14605208:0018:HT
A0A0B4LGD0	Q8IPW1	A0A0B4LGD0	ARU	CG43691|DMEL_CG43691	CG4276|DMEL_CG4276	FBGN0263774	FBGN0029095	14605208:0018:HT
A0A0B4LGD0	Q8IR14	A0A0B4LGD0	TRAF-LIKE	CG43691|DMEL_CG43691	CG4394|DMEL_CG4394	FBGN0263774	FBGN0030748	14605208:0018:HT
A0A0B4LGD0	Q8IRI7	A0A0B4LGD0	CKIIALPHA-I3	CG43691|DMEL_CG43691	CG3217|DMEL_CG3217	FBGN0263774	FBGN0025676	14605208:0018:HT
A0A0B4LGD0	Q961D1	A0A0B4LGD0	CYCK	CG43691|DMEL_CG43691	CG15218|DMEL_CG15218	FBGN0263774	FBGN0025674	14605208:0018:HT
A0A0B4LGD0	Q9GYU8	A0A0B4LGD0	MBO	CG43691|DMEL_CG43691	CG6819	FBGN0263774	FBGN0026207	14605208:0018:HT
A0A0B4LGD0	Q9NFR8	A0A0B4LGD0	P115	CG43691|DMEL_CG43691	CG1422	FBGN0263774	FBGN0040087	14605208:0018:HT
A0A0B4LGD0	Q9V3M9	A0A0B4LGD0	TEKTIN-A	CG43691|DMEL_CG43691	CG4767|DMEL_CG4767	FBGN0263774	FBGN0028902	14605208:0018:HT
A0A0B4LGD0	Q9V785	A0A0B4LGD0	PCS	CG43691|DMEL_CG43691	CG7761	FBGN0263774	FBGN0033988	14605208:0018:HT
A0A0B4LGD0	Q9VAA1	A0A0B4LGD0	Q9VAA1	CG43691|DMEL_CG43691	CG15529|DMEL_CG15529	FBGN0263774	FBGN0039748	14605208:0018:HT
A0A0B4LGD0	Q9VCE6	A0A0B4LGD0	IME4	CG43691|DMEL_CG43691	CG5933	FBGN0263774	FBGN0039139	14605208:0018:HT
A0A0B4LGD0	Q9VCU7	A0A0B4LGD0	VRET	CG43691|DMEL_CG43691	CG4771	FBGN0263774	FBGN0263143	14605208:0018:HT
A0A0B4LGD0	Q9VD71	A0A0B4LGD0	Q9VD71	CG43691|DMEL_CG43691	CG6569|DMEL_CG6569	FBGN0263774	FBGN0038909	14605208:0018:HT
A0A0B4LGD0	Q9VDG2	A0A0B4LGD0	RLIP	CG43691|DMEL_CG43691	CG11622	FBGN0263774	FBGN0026056	14605208:0018:HT
A0A0B4LGD0	Q9VDS5	A0A0B4LGD0	RHOGAP92B	CG43691|DMEL_CG43691	CG4755	FBGN0263774	FBGN0038747	14605208:0018:HT
A0A0B4LGD0	Q9VDV3	A0A0B4LGD0	NUP58	CG43691|DMEL_CG43691	CG7360	FBGN0263774	FBGN0038722	14605208:0018:HT
A0A0B4LGD0	Q9VF37	A0A0B4LGD0	C(3)G	CG43691|DMEL_CG43691	CG17604|DMEL_CG17604	FBGN0263774	FBGN0000246	14605208:0018:HT
A0A0B4LGD0	Q9VF72	A0A0B4LGD0	Q9VF72	CG43691|DMEL_CG43691	CG14868|DMEL_CG14868	FBGN0263774	FBGN0038330	14605208:0018:HT
A0A0B4LGD0	Q9VHG0	A0A0B4LGD0	HP1E	CG43691|DMEL_CG43691	CG8120|DMEL_CG8120	FBGN0263774	FBGN0037675	14605208:0018:HT
A0A0B4LGD0	Q9VHV1	A0A0B4LGD0	DNAPOL-IOTA	CG43691|DMEL_CG43691	CG7602|DMEL_CG7602	FBGN0263774	FBGN0037554	14605208:0018:HT
A0A0B4LGD0	Q9VL65	A0A0B4LGD0	TBCMF46	CG43691|DMEL_CG43691	CG13125|DMEL_CG13125	FBGN0263774	FBGN0032163	14605208:0018:HT
A0A0B4LGD0	Q9VLB2	A0A0B4LGD0	Q9VLB2	CG43691|DMEL_CG43691	CG17855|DMEL_CG17855	FBGN0263774	FBGN0032124	14605208:0018:HT
A0A0B4LGD0	Q9VLJ8	A0A0B4LGD0	Q9VLJ8	CG43691|DMEL_CG43691	CG13090	FBGN0263774	FBGN0032054	14605208:0018:HT
A0A0B4LGD0	Q9VML8	A0A0B4LGD0	RAU	CG43691|DMEL_CG43691	CG8965|DMEL_CG8965	FBGN0263774	FBGN0031745	14605208:0018:HT
A0A0B4LGD0	Q9VMQ8	A0A0B4LGD0	VPS52	CG43691|DMEL_CG43691	CG7371|DMEL_CG7371	FBGN0263774	FBGN0031710	14605208:0018:HT
A0A0B4LGD0	Q9VNK8	A0A0B4LGD0	CG15580-RA	CG43691|DMEL_CG43691	CG15580|DMEL_CG15580	FBGN0263774	FBGN0037398	14605208:0018:HT
A0A0B4LGD0	Q9VPS5	A0A0B4LGD0	HSP60B	CG43691|DMEL_CG43691	CG2830	FBGN0263774	FBGN0011244	14605208:0018:HT
A0A0B4LGD0	Q9VQK1	A0A0B4LGD0	CG17265-RA	CG43691|DMEL_CG43691	CG17265|DMEL_CG17265	FBGN0263774	FBGN0031488	14605208:0018:HT
A0A0B4LGD0	Q9VR24	A0A0B4LGD0	Q9VR24	CG43691|DMEL_CG43691	CG15631|DMEL_CG15631	FBGN0263774	FBGN0031626	14605208:0018:HT
A0A0B4LGD0	Q9VR99	A0A0B4LGD0	CACTIN	CG43691|DMEL_CG43691	CG1676	FBGN0263774	FBGN0031114	14605208:0018:HT
A0A0B4LGD0	Q9VRQ6	A0A0B4LGD0	Q9VRQ6	CG43691|DMEL_CG43691	CG13287|DMEL_CG13287	FBGN0263774	FBGN0035643	14605208:0018:HT
A0A0B4LGD0	Q9VSB2	A0A0B4LGD0	Q9VSB2	CG43691|DMEL_CG43691	CG32369|DMEL_CG32369	FBGN0263774	FBGN0052369	14605208:0018:HT
A0A0B4LGD0	Q9VT94	A0A0B4LGD0	Q9VT94	CG43691|DMEL_CG43691	CG12362|DMEL_CG12362	FBGN0263774	FBGN0036082	14605208:0018:HT
A0A0B4LGD0	Q9VUL2	A0A0B4LGD0	Q9VUL2	CG43691|DMEL_CG43691	CG13458|DMEL_CG13458	FBGN0263774	FBGN0036479	14605208:0018:HT
A0A0B4LGD0	Q9VV90	A0A0B4LGD0	CG13032-RA	CG43691|DMEL_CG43691	CG13032|DMEL_CG13032	FBGN0263774	FBGN0036652	14605208:0018:HT
A0A0B4LGD0	Q9VZQ7	A0A0B4LGD0	Q9VZQ7	CG43691|DMEL_CG43691	CG14961|DMEL_CG14961	FBGN0263774	FBGN0035439	14605208:0018:HT
A0A0B4LGD0	Q9W0V5	A0A0B4LGD0	CG13405-RA	CG43691|DMEL_CG43691	CG13405|DMEL_CG13405	FBGN0263774	FBGN0035097	14605208:0018:HT
A0A0B4LGD0	Q9W289	A0A0B4LGD0	GM130	CG43691|DMEL_CG43691	CG11061|DMEL_CG11061	FBGN0263774	FBGN0034697	14605208:0018:HT
A0A0B4LGD0	Q9W2J7	A0A0B4LGD0	LAPSYN	CG43691|DMEL_CG43691	CG15658|DMEL_CG15658	FBGN0263774	FBGN0034602	14605208:0018:HT
A0A0B4LGD0	Q9W3K6	A0A0B4LGD0	Q9W3K6	CG43691|DMEL_CG43691	CG2258|DMEL_CG2258	FBGN0263774	FBGN0029997	14605208:0018:HT
A0A0B4LGD0	Q9W3Z4	A0A0B4LGD0	Q9W3Z4	CG43691|DMEL_CG43691	CG3342|DMEL_CG3342	FBGN0263774	FBGN0029874	14605208:0018:HT
A0A0B4LGD0	Q9W403	A0A0B4LGD0	Q9W403	CG43691|DMEL_CG43691	CG3847|DMEL_CG3847	FBGN0263774	FBGN0029867	14605208:0018:HT
A0A0B4LGD0	Q9W4E0	A0A0B4LGD0	Q9W4E0	CG43691|DMEL_CG43691	CG3323|DMEL_CG3323	FBGN0263774	FBGN0029750	14605208:0018:HT
A0A0B4LGD0	Q9W4I4	A0A0B4LGD0	HLH4C	CG43691|DMEL_CG43691	CG3052|DMEL_CG3052	FBGN0263774	FBGN0011277	14605208:0018:HT
A0A0B4LGD0	Q9XYM0	A0A0B4LGD0	CRK	CG43691|DMEL_CG43691	CG1587	FBGN0263774	FBGN0024811	14605208:0018:HT
A0A0B4LGD0	Q9Y103	A0A0B4LGD0	SIP1	CG43691|DMEL_CG43691	CG7238	FBGN0263774	FBGN0024191	14605208:0018:HT
A0A0B4LGD0	X2JDN0	A0A0B4LGD0	EBO	CG43691|DMEL_CG43691	CG3923|DMEL_CG3923	FBGN0263774	FBGN0266572	14605208:0018:HT
A0A0B4LH08	Q7JZZ3	DMEL\CG42795	Q7JZZ3	CG42795|DMEL_CG42795	CG13321|DMEL_CG13321	FBGN0261928	FBGN0033787	14605208:0018:HT
A0A0B4LH08	Q9VQW4	DMEL\CG42795	CG15422-RA	CG42795|DMEL_CG42795	CG15422|DMEL_CG15422	FBGN0261928	FBGN0031579	14605208:0018:HT
A0A0B7P9G0	Q9VSY8	UEX	BET3	CG42595|DMEL_CG42595	CG3911|DMEL_CG3911	FBGN0262124	FBGN0260859	14605208:0018:HT
A0A0C4DHA6	Q9VCU8	CU	Q9VCU8	CG31299|DMEL_CG31299	CG6985|DMEL_CG6985	FBGN0261808	FBGN0039017	14605208:0018:HT
A0A0C4DHA6	Q9VX24	CU	Q9VX24	CG31299|DMEL_CG31299	CG8173|DMEL_CG8173	FBGN0261808	FBGN0030864	14605208:0018:HT
A0A0C4DHA6	Q9W255	CU	QKR58E-1	CG31299|DMEL_CG31299	CG3613|DMEL_CG3613	FBGN0261808	FBGN0022986	14605208:0018:HT
A0A0C4DHB0	P49071	A0A0C4DHB0	MAPK-AK2	CG14310|DMEL_CG14310	CG3086	FBGN0040569	FBGN0013987	14605208:0018:HT
A0A0C4DHB0	Q24312	A0A0C4DHB0	EWG	CG14310|DMEL_CG14310	CG3114	FBGN0040569	FBGN0005427	14605208:0018:HT
A0A0C4DHB0	Q9V3G9	A0A0C4DHB0	EG:BACR37P7.5	CG14310|DMEL_CG14310	CG12470|DMEL_CG12470	FBGN0040569	FBGN0040371	14605208:0018:HT
A0A0C4DHB0	Q9V468	A0A0C4DHB0	Q9V468	CG14310|DMEL_CG14310	CG9776	FBGN0040569	FBGN0027866	14605208:0018:HT
A0A0C4DHB0	Q9V4F4	A0A0C4DHB0	MYO	CG14310|DMEL_CG14310	CG1838|DMEL_CG1838	FBGN0040569	FBGN0026199	14605208:0018:HT
A0A0C4DHB0	Q9VAU6	A0A0C4DHB0	Q9VAU6	CG14310|DMEL_CG14310	CG9986|DMEL_CG9986	FBGN0040569	FBGN0039589	14605208:0018:HT
A0A0C4DHB0	Q9VSP8	A0A0C4DHB0	Q9VSP8	CG14310|DMEL_CG14310	CG6576|DMEL_CG6576	FBGN0040569	FBGN0035924	14605208:0018:HT
A0A0C4DHD7	A1ZBT3	ALPHA-CATENIN-RELATED	A1ZBT3	CG2987|DMEL_CG2987	CG13871|DMEL_CG13871	FBGN0029105	FBGN0034502	14605208:0398:HT|14605208:0018:HT
