Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
Q93YP9	Q9ZV02	Q93YP9	SWEET9	F18O14.22	T7F6.23	AT1G19450	AT2G39060	24833385:0090:HT
Q93YP9	W8QPD2	Q93YP9	W8QPD2	F18O14.22	AT4G39350	AT1G19450		24833385:0090:HT
Q93YQ3	Q93YQ3	PURU1	PURU1	MNJ7.1	MNJ7.1	AT5G47435	AT5G47435	21798944:0018:HT|21798944:0397:HT
Q93YQ3	Q9FVQ6	PURU1	PRR1	MNJ7.1	F3C3.10	AT5G47435	AT1G32100	21798944:0018:HT|21798944:0397:HT
Q93YQ5	Q9SY38	T20K12.80	T5L23.9			AT3G61180	AT4G03600	24833385:0090:HT
Q93YR9	Q9FKM7	ARF16	IAA33	F6G3.110	MUA2.1	AT4G30080	AT5G57420	28650476:1356:LC|21734647:0018:LC
Q93YR9	Q9S7H1	ARF16	PSAD1	F6G3.110	T5J8.7	AT4G30080	AT4G02770	21798944:0018:HT|21798944:0397:HT
Q93YS4	Q9AST5	ABCG22	Q9AST5	F15M7.6		AT5G06530	AT5G49540	24833385:0090:HT
Q93YS4	Q9C7D7	ABCG22	Q9C7D7	F15M7.6	F28J15.3	AT5G06530	AT3G12180	24833385:0090:HT
Q93YS4	Q9LHA6	ABCG22	Q9LHA6	F15M7.6		AT5G06530	AT3G28220	24833385:0090:HT
Q93YS4	Q9LMN8	ABCG22	WAK3	F15M7.6	F16F4.8	AT5G06530	AT1G21240	24833385:0090:HT
Q93YS4	Q9LNM6	ABCG22	Q9LNM6	F15M7.6		AT5G06530	AT1G34640	24833385:0090:HT
Q93YS4	Q9LPN5	ABCG22	F18K10.26	F15M7.6		AT5G06530	AT3G10640	24833385:0090:HT
Q93YS4	Q9M132	ABCG22	Q9M132	F15M7.6		AT5G06530	AT4G01410	24833385:0090:HT
Q93YS4	Q9SHI7	ABCG22	UBC34	F15M7.6	F20D23.1	AT5G06530	AT1G17280	24833385:0090:HT
Q93YS8	Q94F58	MEE55	NAC089		MWD9.7|T6G21.9	AT4G13345	AT5G22290	21798944:0018:HT|21798944:0397:HT
Q93YS8	Q9FFS0	MEE55	RTNLB4		MBK23.13	AT4G13345	AT5G41600	21798944:0397:HT
Q93YT1	Q9STK6	GLR3.2	WNK3	F23E12.150	T29H11_220	AT4G35290	AT3G48260	24833385:0090:HT
Q93YU2	Q9SUT9	RUS6	RTNLB2	K21G20.3	F8L21.10	AT5G49820	AT4G11220	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q93ZD6	TCP14	Q93ZD6	F1P2.170		AT3G47620	AT4G24880	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q93ZJ9	TCP14	Q93ZJ9	F1P2.170		AT3G47620	AT1G80000	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q940Z3	TCP14	Q940Z3	F1P2.170		AT3G47620	AT2G36485	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q941C0	TCP14	Q941C0	F1P2.170		AT3G47620		21798944:0397:HT
Q93Z00	Q941C9	TCP14	Q941C9	F1P2.170		AT3G47620	AT5G25410	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q945P6	TCP14	Q945P6	F1P2.170		AT3G47620	AT2G24550	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q94AA8	TCP14	Q94AA8	F1P2.170		AT3G47620		21798944:0397:HT
Q93Z00	Q94AF0	TCP14	CFIS1	F1P2.170	F27B13.60	AT3G47620	AT4G29820	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q94AI4	TCP14	EMB1691	F1P2.170	T5L19.110	AT3G47620	AT4G09980	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q94BU7	TCP14	Q94BU7	F1P2.170		AT3G47620		21798944:0397:HT
Q93Z00	Q94C33	TCP14	Q94C33	F1P2.170	F24M12.220	AT3G47620	AT3G51180	21798944:0397:HT
Q93Z00	Q9AT76	TCP14	AGL27	F1P2.170	F22K20.15	AT3G47620	AT1G77080	21798944:0397:HT
Q93Z00	Q9C518	TCP14	TCP8	F1P2.170	T15M6.11|T18I24.2	AT3G47620	AT1G58100	28650476:0397:LC|24129704:0018:LC|28650476:1356:LC
Q93Z00	Q9C524	TCP14	Q9C524	F1P2.170	F28G11.11|T27F4.17	AT3G47620	AT1G66430	21798944:0397:HT
Q93Z00	Q9C553	TCP14	F5D21.23	F1P2.170		AT3G47620	AT1G51580	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9C7N3	TCP14	F15D2.23	F1P2.170		AT3G47620	AT1G29680	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9C9I0	TCP14	F26A9.19	F1P2.170		AT3G47620	AT1G71430	21798944:0397:HT
Q93Z00	Q9C9L2	TCP14	TCP15	F1P2.170	T6C23.11	AT3G47620	AT1G69690	28650476:1356:LC|24129704:0018:LC
Q93Z00	Q9C9N9	TCP14	F4N21_2	F1P2.170		AT3G47620	AT1G66870	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9CA86	TCP14	PEX2	F1P2.170	F19K16.23|F20B17.23	AT3G47620	AT1G79810	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9CAR4	TCP14	WRKY36	F1P2.170	T17F3.16	AT3G47620	AT1G69810	28650476:1356:LC|21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9FFD3	TCP14	MQK4.25	F1P2.170		AT3G47620		21798944:0397:HT
Q93Z00	Q9FFF1	TCP14	FRL1	F1P2.170	MQK4.4	AT3G47620	AT5G16320	21798944:0397:HT
Q93Z00	Q9FFV8	TCP14	Q9FFV8	F1P2.170		AT3G47620	AT5G38640	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9FGW5	TCP14	CDKG1	F1P2.170	K9H21.7	AT3G47620	AT5G63370	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9FIG0	TCP14	Q9FIG0	F1P2.170		AT3G47620	AT5G59140	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9FK37	TCP14	Q9FK37	F1P2.170		AT3G47620	AT5G50350	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9FK45	TCP14	Q9FK45	F1P2.170		AT3G47620	AT5G18260	21798944:0018:HT|21798944:0096:HT|21798944:0397:HT
Q93Z00	Q9FME3	TCP14	TCP5	F1P2.170	MSL3.11	AT3G47620	AT5G60970	28650476:1356:LC|24129704:0018:LC
Q93Z00	Q9FML0	TCP14	Q9FML0	F1P2.170		AT3G47620	AT5G63130	21798944:0397:HT
Q93Z00	Q9FNZ2	TCP14	ZFWD1	F1P2.170	T30C3.6	AT3G47620	AT4G25440	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9FPQ8	TCP14	KNAT7	F1P2.170	F16P17.16	AT3G47620	AT1G62990	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9FTA2	TCP14	TCP21	F1P2.170	F8L15.60	AT3G47620	AT5G08330	21798944:0018:HT|21798944:0397:HT|24129704:0018:LC|28650476:1356:LC
Q93Z00	Q9FZ84	TCP14	RBG6	F1P2.170	F26I16.3	AT3G47620	AT1G18630	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9LEZ9	TCP14	TCP17	F1P2.170	T22D6.10	AT3G47620	AT5G08070	28650476:1356:LC|24129704:0018:LC
Q93Z00	Q9LHA4	TCP14	VHA-D2	F1P2.170	MZN14.22	AT3G47620	AT3G28715	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9LJH8	TCP14	UBP1C	F1P2.170	MAG2.6	AT3G47620	AT3G14100	21798944:0397:HT
Q93Z00	Q9LP48	TCP14	F28N24.12	F1P2.170		AT3G47620	AT1G29195	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9LQF0	TCP14	TCP23	F1P2.170	F15O4.35	AT3G47620	AT1G35560	28650476:1356:LC|24129704:0018:LC
Q93Z00	Q9LQT8	TCP14	GAI	F1P2.170	F10B6.34	AT3G47620	AT1G14920	25118255:0018:LC|25127215:0018:LC
Q93Z00	Q9LT58	TCP14	Q9LT58	F1P2.170	AT3G27540	AT3G47620	AT3G27540	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9LT89	TCP14	TCP19	F1P2.170	MJM18.6	AT3G47620	AT5G51910	21798944:0397:HT|24129704:0018:LC
Q93Z00	Q9LTQ0	TCP14	RTL2	F1P2.170	MQC12.21	AT3G47620	AT3G20420	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9LU21	TCP14	PNSB3	F1P2.170	MYA6.6	AT3G47620	AT3G16250	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9LUR4	TCP14	SWEET16	F1P2.170	MGL6.16	AT3G47620	AT3G16690	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9LV27	TCP14	Q9LV27	F1P2.170		AT3G47620	AT3G18140	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9LVG2	TCP14	TOE2	F1P2.170	MGO3.10	AT3G47620	AT5G60120	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9LVQ8	TCP14	Q9LVQ8	F1P2.170	MSN2.11	AT3G47620	AT5G66720	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9LW29	TCP14	AFB2	F1P2.170	MDJ14.12	AT3G47620	AT3G26810	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9LW64	TCP14	Q9LW64	F1P2.170	MLM24.5	AT3G47620	AT3G23325	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9M0Z6	TCP14	MSRB3	F1P2.170	T4B21.6	AT3G47620	AT4G04800	21798944:0397:HT
Q93Z00	Q9M273	TCP14	F21F14.90	F1P2.170		AT3G47620	AT3G61920	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9M658	TCP14	MOM1	F1P2.170	T6D22.14	AT3G47620	AT1G08060	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9M8U1	TCP14	CML18	F1P2.170	F13E7.5	AT3G47620	AT3G03000	21798944:0397:HT
Q93Z00	Q9M9A5	TCP14	PCR6	F1P2.170	F27J15.18	AT3G47620	AT1G49030	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9MAC8	TCP14	SS2	F1P2.170	T4P13.13	AT3G47620	AT3G01180	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9MBA1	TCP14	CAO	F1P2.170	T18F15.7	AT3G47620	AT1G44446	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9S7H1	TCP14	PSAD1	F1P2.170	T5J8.7	AT3G47620	AT4G02770	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9S7W5	TCP14	TCP13	F1P2.170	F14P3.20|F1C9.6	AT3G47620	AT3G02150	21798944:0096:HT|28650476:0397:LC|28650476:1356:LC|21798944:0397:HT|21798944:0018:HT|24129704:0018:LC
Q93Z00	Q9SA19	TCP14	F28K20.20	F1P2.170		AT3G47620	AT1G31240	21798944:0397:HT
Q93Z00	Q9SA56	TCP14	PSAD2	F1P2.170	F10O3_4	AT3G47620	AT1G03130	21798944:0397:HT
Q93Z00	Q9SAB3	TCP14	RBP45B	F1P2.170	F25C20.21	AT3G47620	AT1G11650	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9SAK5	TCP14	APL	F1P2.170	T8K14.15	AT3G47620	AT1G79430	21798944:0397:HT
Q93Z00	Q9SGP6	TCP14	GRXC9	F1P2.170	F3M18.8	AT3G47620	AT1G28480	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9SH87	TCP14	Q9SH87	F1P2.170		AT3G47620	AT2G38000	21798944:0397:HT
Q93Z00	Q9SIN3	TCP14	Q9SIN3	F1P2.170		AT3G47620	AT2G42560	21798944:0018:HT
Q93Z00	Q9SJ16	TCP14	Q9SJ16	F1P2.170		AT3G47620	AT2G21830	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9SJ96	TCP14	NRPB6B	F1P2.170	F28I8.33	AT3G47620	AT2G04630	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9SJG4	TCP14	AHL16	F1P2.170	F23E6.8|F7D19.6	AT3G47620	AT2G42940	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9SK46	TCP14	Q9SK46	F1P2.170		AT3G47620	AT2G24860	21798944:0397:HT
Q93Z00	Q9SLK2	TCP14	ALIS3	F1P2.170	F20D21.14|F20D21_50	AT3G47620	AT1G54320	21798944:0018:HT|21798944:0096:HT|21798944:0397:HT
Q93Z00	Q9SQU6	TCP14	EMB2750	F1P2.170	F24P17.10	AT3G47620	AT3G06430	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9SR73	TCP14	RPS28A|RPS28B	F1P2.170	T22K18.8|F8F6_60|MED24.15	AT3G47620	AT3G10090|AT5G03850	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9SSJ0	TCP14	F24K9.7	F1P2.170		AT3G47620	AT3G11400	21798944:0397:HT
Q93Z00	Q9STG9	TCP14	ASE2	F1P2.170	T4L20.320	AT3G47620	AT4G34740	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9SU36	TCP14	ORP2B	F1P2.170	T1P17.50	AT3G47620	AT4G12460	21798944:0397:HT
Q93Z00	Q9SUH1	TCP14	T10C21.100	F1P2.170		AT3G47620	AT4G30750	21798944:0397:HT
Q93Z00	Q9SUV8	TCP14	Q9SUV8	F1P2.170		AT3G47620	AT4G22610	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9SYI9	TCP14	T7B11.18	F1P2.170		AT3G47620	AT4G01920	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9ZQ85	TCP14	Q9ZQ85	F1P2.170		AT3G47620	AT2G03500	28650476:1356:LC|21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9ZU99	TCP14	Q9ZU99	F1P2.170		AT3G47620	AT2G01710	21798944:0397:HT
Q93Z00	Q9ZVI3	TCP14	Q9ZVI3	F1P2.170	T6A23.19	AT3G47620	AT2G38610	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9ZVR1	TCP14	PP2B5	F1P2.170	T16F16.9	AT3G47620	AT2G02300	21798944:0018:HT|21798944:0397:HT
Q93Z00	Q9ZVY7	TCP14	Q9ZVY7	F1P2.170		AT3G47620	AT1G05510	21798944:0018:HT|21798944:0397:HT
Q93Z16	Q9C8W8	RPN2	F17M19.9	F7J7.90		AT4G21150	AT1G71940	24833385:0090:HT
Q93Z16	Q9SV74	RPN2	Q9SV74	F7J7.90		AT4G21150	AT4G12950	24833385:0090:HT
Q93Z20	Q944H2	NPF8.5	ABCI12	F19K23.13	MIL23.15	AT1G62200	AT3G21580	24833385:0090:HT
Q93Z20	Q94CG2	NPF8.5	BET12	F19K23.13	FCAALL.379	AT1G62200	AT4G14455	24833385:0090:HT
Q93Z20	Q94K72	NPF8.5	Q94K72	F19K23.13		AT1G62200	AT1G16170	24833385:0090:HT
Q93Z20	Q9AST5	NPF8.5	Q9AST5	F19K23.13		AT1G62200	AT5G49540	24833385:0090:HT
Q93Z20	Q9C835	NPF8.5	CYP21-4	F19K23.13	T8E24.14	AT1G62200	AT3G66654	24833385:0090:HT
Q93Z20	Q9FNH6	NPF8.5	NHL3	F19K23.13	MHF15.16	AT1G62200	AT5G06320	24833385:0090:HT
Q93Z20	Q9LHA6	NPF8.5	Q9LHA6	F19K23.13		AT1G62200	AT3G28220	24833385:0090:HT
Q93Z20	Q9LIN9	NPF8.5	Q9LIN9	F19K23.13		AT1G62200	AT3G26370	24833385:0090:HT
Q93Z20	Q9LNM6	NPF8.5	Q9LNM6	F19K23.13		AT1G62200	AT1G34640	24833385:0090:HT
Q93Z20	Q9LSP7	NPF8.5	UBC32	F19K23.13	K14A17.7	AT1G62200	AT3G17000	24833385:0090:HT
Q93Z20	Q9LYI4	NPF8.5	F14F18_60	F19K23.13		AT1G62200	AT5G11890	24833385:0090:HT
Q93Z20	Q9LZD2	NPF8.5	F12E4_330	F19K23.13		AT1G62200	AT5G03545	24833385:0090:HT
Q93Z20	Q9M132	NPF8.5	Q9M132	F19K23.13		AT1G62200	AT4G01410	24833385:0090:HT
Q93Z20	Q9M2Z4	NPF8.5	MSBP2	F19K23.13	T21J18.160	AT1G62200	AT3G48890	24833385:0090:HT
Q93Z20	Q9SHI7	NPF8.5	UBC34	F19K23.13	F20D23.1	AT1G62200	AT1G17280	24833385:0090:HT
Q93Z20	Q9SHY3	NPF8.5	Q9SHY3	F19K23.13		AT1G62200	AT1G65720	24833385:0090:HT
Q93Z20	Q9SX96	NPF8.5	F16N3.6	F19K23.13		AT1G62200	AT1G47640	24833385:0090:HT
Q93Z20	Q9SZG0	NPF8.5	HHP4	F19K23.13	F19F18.170	AT1G62200	AT4G37680	24833385:0090:HT
Q93Z20	Q9SZT7	NPF8.5	F6G17.20	F19K23.13		AT1G62200	AT4G37370	24833385:0090:HT
Q93Z20	Q9XGZ3	NPF8.5	T1N24.3	F19K23.13		AT1G62200	AT5G25940	24833385:0090:HT
Q93Z20	Q9XIN6	NPF8.5	Q9XIN6	F19K23.13		AT1G62200	AT2G27290	24833385:0090:HT
Q93Z27	Q9S744	CML45	CML9	MIJ24.140	F4F15.30	AT5G39670	AT3G51920	17360592:0089:HT
Q93Z28	Q949Z8	Q93Z28	Q949Z8				AT1G36980	21798944:0397:HT
Q93Z30	Q9S744	Q93Z30	CML9		F4F15.30	AT4G18950	AT3G51920	17360592:0089:HT
Q93Z42	Q9FZK5	Q93Z42	Q9FZK5			AT5G19750	AT1G27300	21798944:0018:HT|21798944:0397:HT
Q93Z68	Q9FWY7	Q93Z68	IMPA6		T14P4.3	AT3G59470	AT1G02690	21798944:0018:HT|21798944:0397:HT
Q93Z68	Q9LDT3	Q93Z68	YAB4		F26F24.29|F28C11.6	AT3G59470	AT1G23420	28650476:1356:LC|21798944:0018:HT|21798944:0397:HT
Q93Z70	Q93Z70	Q93Z70	Q93Z70	F6F22.3	F6F22.3	AT2G19940	AT2G19940	17850744:0114:LC|PDB_1XYG:0114:LC
Q93Z82	Q9SZ51	Q93Z82	ENODL15			AT1G31300	AT4G31840	24833385:0090:HT
Q93ZB1	Q94ID6	LOL1	ERF12	T9G5.1	F3M18.21	AT1G32540	AT1G28360	21798944:0018:HT|21798944:0397:HT
Q93ZB1	Q9FTA2	LOL1	TCP21	T9G5.1	F8L15.60	AT1G32540	AT5G08330	21798944:0397:HT
Q93ZB7	Q96321	GTE11	IMPA1	F28J7.10|F4P13.32	F3E22.14|T8E24.1	AT3G01770	AT3G06720	21798944:0018:HT|21798944:0397:HT
Q93ZC6	Q96331	Q93ZC6	HSP23.6		F24A6.40	AT4G31875	AT4G25200	21798944:0018:HT|21798944:0397:HT
Q93ZC6	Q9LII8	Q93ZC6	Q9LII8			AT4G31875	AT3G27960	21798944:0018:HT|21798944:0397:HT
Q93ZD7	Q9C7D7	MRS2-4	Q9C7D7	F17J16.20	F28J15.3	AT3G58970	AT3G12180	24833385:0090:HT
Q93ZD7	Q9LMN8	MRS2-4	WAK3	F17J16.20	F16F4.8	AT3G58970	AT1G21240	24833385:0090:HT
Q93ZD7	Q9LPN5	MRS2-4	F18K10.26	F17J16.20		AT3G58970	AT3G10640	24833385:0090:HT
Q93ZD7	Q9SVG8	MRS2-4	F21C20.140	F17J16.20		AT3G58970	AT4G20790	24833385:0090:HT
Q93ZD8	Q9AST5	Q93ZD8	Q9AST5			AT5G20885	AT5G49540	24833385:0090:HT
Q93ZD8	Q9FNH6	Q93ZD8	NHL3		MHF15.16	AT5G20885	AT5G06320	24833385:0090:HT
Q93ZE8	Q93ZE8	SDF2	SDF2	F13D4.70	F13D4.70	AT2G25110	AT2G25110	19763086:0416:LC|20378538:0114:LC
Q93ZF6	Q9FZ48	Q93ZF6	UBC36		F17F16.19|F6I1.11	AT4G23450	AT1G16890	21798944:0018:HT|21798944:0397:HT
Q93ZF6	Q9SVD7	Q93ZF6	UEV1D		F22O6.60	AT4G23450	AT3G52560	21798944:0018:HT|21798944:0096:HT|21798944:0397:HT
Q93ZH7	Q9LII8	IQD2	Q9LII8			AT5G03040	AT3G27960	21798944:0018:HT|21798944:0397:HT
Q93ZH9	Q949S3	HHP1	Q949S3	F5O24.160		AT5G20270	AT3G42725	24833385:0090:HT
Q93ZH9	Q96285	HHP1	LECRK55	F5O24.160	T16L24.250	AT5G20270	AT3G59700	24833385:0090:HT
Q93ZH9	Q9C8W8	HHP1	F17M19.9	F5O24.160		AT5G20270	AT1G71940	24833385:0090:HT
Q93ZH9	Q9FVV9	HHP1	NAP5	F5O24.160	F3I17.2	AT5G20270	AT1G71330	24833385:0090:HT
Q93ZH9	Q9LDM5	HHP1	CRK31	F5O24.160	F25E4.90	AT5G20270	AT4G11470	24833385:0090:HT
Q93ZH9	Q9M173	HHP1	NPF2.4	F5O24.160	T6D9.30	AT5G20270	AT3G45700	24833385:0090:HT
Q93ZH9	Q9M363	HHP1	Q9M363	F5O24.160	F15G16.140|F21F14.14	AT5G20270	AT3G61750	24833385:0090:HT
Q93ZH9	Q9SD42	HHP1	RTH	F5O24.160	F24M12.80	AT5G20270	AT3G51040	24833385:0090:HT
Q93ZH9	Q9SR93	HHP1	Q9SR93	F5O24.160	T16O11.13	AT5G20270	AT3G08930	24833385:0090:HT
Q93ZH9	Q9STT5	HHP1	ABCA7	F5O24.160	T23J7.110	AT5G20270	AT3G47780	24833385:0090:HT
Q93ZJ3	Q96331	NFD6	HSP23.6	F23N11	F24A6.40	AT2G20585	AT4G25200	21798944:0018:HT|21798944:0397:HT
Q93ZJ3	Q9M2U8	NFD6	T12E18_80	F23N11		AT2G20585	AT3G54390	21798944:0018:HT|21798944:0397:HT
Q93ZJ9	Q93ZJ9	Q93ZJ9	Q93ZJ9			AT1G80000	AT1G80000	21798944:0018:HT|21798944:0397:HT
Q93ZJ9	Q946J8	Q93ZJ9	LHP1		MVA3.4	AT1G80000	AT5G17690	21798944:0018:HT|21798944:0397:HT
Q93ZJ9	Q94AY3	Q93ZJ9	DRIP2		T6B20.7	AT1G80000	AT2G30580	21798944:0018:HT|21798944:0397:HT
Q93ZJ9	Q9CAW9	Q93ZJ9	F24K9.26			AT1G80000	AT3G11590	21798944:0018:HT|21798944:0397:HT
Q93ZJ9	Q9FXA2	Q93ZJ9	PAB8		F14J22.3	AT1G80000	AT1G49760	21798944:0018:HT|21798944:0397:HT
Q93ZJ9	Q9LJL8	Q93ZJ9	Q9LJL8			AT1G80000	AT3G19120	21798944:0018:HT|21798944:0397:HT
Q93ZJ9	Q9LT89	Q93ZJ9	TCP19		MJM18.6	AT1G80000	AT5G51910	21798944:0018:HT|21798944:0397:HT
Q93ZJ9	Q9M0I4	Q93ZJ9	Q9M0I4			AT1G80000	AT4G28230	21798944:0018:HT|21798944:0397:HT
Q93ZJ9	Q9M223	Q93ZJ9	Q9M223		T8B10_20	AT1G80000	AT3G60360	21798944:0018:HT|21798944:0397:HT
Q93ZJ9	Q9SY66	Q93ZJ9	FRS11		F14N23.12	AT1G80000	AT1G10240	21798944:0018:HT|21798944:0397:HT
Q93ZJ9	Q9ZQ85	Q93ZJ9	Q9ZQ85			AT1G80000	AT2G03500	21798944:0018:HT|21798944:0397:HT
Q93ZL7	Q96331	Q93ZL7	HSP23.6		F24A6.40		AT4G25200	21798944:0397:HT
Q93ZL7	Q9CAW9	Q93ZL7	F24K9.26				AT3G11590	21798944:0397:HT
Q93ZM2	Q93ZM2	Q93ZM2	Q93ZM2			AT5G22310	AT5G22310	21798944:0018:HT|21798944:0397:HT
Q93ZM2	Q94AY3	Q93ZM2	DRIP2		T6B20.7	AT5G22310	AT2G30580	21798944:0397:HT
Q93ZM2	Q9CAW9	Q93ZM2	F24K9.26			AT5G22310	AT3G11590	21798944:0397:HT
Q93ZM2	Q9FIL6	Q93ZM2	Q9FIL6			AT5G22310	AT5G58950	21798944:0018:HT|21798944:0397:HT
Q93ZM2	Q9FJ91	Q93ZM2	Q9FJ91			AT5G22310	AT5G52010	21798944:0397:HT
Q93ZM2	Q9FMU5	Q93ZM2	Q9FMU5		MUA22.5	AT5G22310	AT5G14050	21798944:0397:HT
Q93ZM2	Q9FNR3	Q93ZM2	EXO70E2			AT5G22310	AT5G61010	21798944:0397:HT
Q93ZM2	Q9LII8	Q93ZM2	Q9LII8			AT5G22310	AT3G27960	21798944:0018:HT|21798944:0397:HT
Q93ZM2	Q9LIK0	Q93ZM2	PKP1		F5N5.15	AT5G22310	AT3G22960	21798944:0018:HT|21798944:0397:HT
Q93ZM2	Q9LQ96	Q93ZM2	T1N6.1			AT5G22310	AT1G01630	21798944:0018:HT|21798944:0397:HT
Q93ZM2	Q9LSA6	Q93ZM2	PUB29		MVE11.7	AT5G22310	AT3G18710	21798944:0018:HT|21798944:0397:HT
Q93ZM2	Q9M223	Q93ZM2	Q9M223		T8B10_20	AT5G22310	AT3G60360	21798944:0397:HT
Q93ZM2	Q9M811	Q93ZM2	ROPGEF11		F9I5.12	AT5G22310	AT1G52240	21798944:0397:HT
Q93ZM2	Q9MAM1	Q93ZM2	CIPK9		F6F3.28|T25K16.13	AT5G22310	AT1G01140	21798944:0018:HT|21798944:0397:HT
Q93ZM2	Q9S7U7	Q93ZM2	F28J7.1			AT5G22310	AT3G01690	21798944:0018:HT|21798944:0397:HT
Q93ZM2	Q9SUQ9	Q93ZM2	F9D16.150			AT5G22310	AT4G23680	21798944:0018:HT|21798944:0397:HT
Q93ZM7	Q94AF1	Q93ZM7	Q94AF1	MCP4.9		AT3G13860		21798944:0397:HT
Q93ZM7	Q9FM96	Q93ZM7	PSL4	MCP4.9	MCD7.9	AT3G13860	AT5G56360	21798944:0018:HT
Q93ZM9	Q9FIP9	TIFY9	MYC3	T31B5.40	MZA15.18	AT5G13220	AT5G46760	25817565:0018:LC|26258305:0018:LC|21335373:0096:LC|23632853:0004:LC|23632853:0018:LC|21335373:0018:LC|28137867:0114:LC
Q93ZM9	Q9LMA8	TIFY9	TIFY10A	T31B5.40	T29M8.5	AT5G13220	AT1G19180	23632853:0018:LC|19151223:0018:LC
Q93ZM9	Q9LNJ5	TIFY9	BHLH13	T31B5.40	F6F3.7	AT5G13220	AT1G01260	21798944:0018:HT|23935516:0090:LC|21798944:0397:HT|23935516:0018:LC
Q93ZM9	Q9SV55	TIFY9	AFPH2	T31B5.40	F25O24.30	AT5G13220	AT4G28910	20360743:0096:LC|26320228:0018:LC|25846245:0018:LC|23632853:0004:LC|23632853:0018:LC|20360743:0018:LC
Q93ZN9	Q93ZN9	DAP	DAP	T16L1.170	T16L1.170	AT4G33680	AT4G33680	18952095:0114:LC|17583737:0114:LC
Q93ZQ3	Q9FZK5	PLP9	Q9FZK5	F16M2.50		AT3G63200	AT1G27300	21798944:0018:HT|21798944:0397:HT
Q93ZQ9	Q9FLK0	Q93ZQ9	Q9FLK0			AT1G07840	AT5G61330	21798944:0018:HT
Q93ZQ9	Q9LIC6	Q93ZQ9	PRA1F3		MMM17.14	AT1G07840	AT3G13720	21798944:0018:HT|21798944:0397:HT
Q93ZQ9	Q9LUV4	Q93ZQ9	FRL4A		MCB17.20	AT1G07840	AT3G22440	21798944:0018:HT|21798944:0397:HT
Q93ZQ9	Q9SZZ4	Q93ZQ9	L73G19.40			AT1G07840	AT4G25660	21798944:0018:HT|21798944:0397:HT
Q93ZS4	Q9C7D7	NIK3	Q9C7D7	F8A5.31	F28J15.3	AT1G60800	AT3G12180	24833385:0090:HT
Q93ZT5	Q9SY65	EDL3	ASK18	T20O10.160	F14N23.11	AT3G63060	AT1G10230	21831845:0090:LC|21831845:0018:LC|21798944:0018:HT|21798944:0397:HT
Q93ZT6	Q9CAI7	EIF(ISO)4G1	TIF4A-3	MTI20.13	F28P22.8	AT5G57870	AT1G72730	21798944:0018:HT|21798944:0397:HT
